	Date	Open	High	Low	Close	Volume
175	2015-09-23	8310.82	8310.82	8186.22	8193.42	4206525
176	2015-09-24	8224.23	8257.14	8101.9	8123.1	4252300
177	2015-09-25	8131.49	8152.5	8061.87	8132.35	3660074
178	2015-09-30	8097.15	8181.24	8059.68	8181.24	4385018
179	2015-10-01	8194.3	8317.79	8170.78	8295.94	4752303
180	2015-10-02	8290.43	8320.66	8253.75	8305.03	3917344
181	2015-10-05	8342.99	8364.59	8316.83	8352.36	4196667
182	2015-10-06	8409.31	8482.83	8390.89	8394.1	5035678
183	2015-10-07	8398.53	8495.23	8385.04	8495.23	4977767
184	2015-10-08	8528.46	8544.93	8434.5	8445.96	4582747
185	2015-10-12	8478.34	8578.22	8478.34	8573.72	4663975
186	2015-10-13	8571.57	8574.11	8518.41	8567.92	4628841
187	2015-10-14	8545.14	8553.87	8515.53	8522.51	4661254
188	2015-10-15	8573.38	8652.47	8573.38	8601.52	4925269
189	2015-10-16	8596.43	8627.83	8574.64	8604.95	4770761
190	2015-10-19	8628.79	8670.32	8603.08	8631.5	4169249
191	2015-10-20	8651.08	8663.12	8618.48	8653.6	4402455
192	2015-10-21	8668.08	8690.39	8591.42	8609.23	4797422
193	2015-10-22	8600.4	8631.17	8594.21	8608.46	4318482
194	2015-10-23	8671.52	8740.08	8662.03	8673.81	4431880
195	2015-10-26	8706.81	8757.14	8706.81	8745.36	4041409
196	2015-10-27	8724.0	8733.53	8662.77	8701.32	4557627
197	2015-10-28	8679.24	8714.01	8632.38	8665.99	4351137
198	2015-10-29	8682.58	8704.59	8568.13	8571.08	4608149
199	2015-10-30	8578.25	8586.9	8503.69	8554.31	4366502
200	2015-11-02	8571.53	8614.77	8524.01	8614.77	3978030
201	2015-11-03	8643.21	8728.06	8643.21	8713.19	5032940
202	2015-11-04	8759.94	8864.17	8754.18	8857.02	6321826
203	2015-11-05	8858.73	8871.87	8828.04	8850.18	5688577
204	2015-11-06	8857.61	8857.61	8671.89	8693.57	5328087
205	2015-11-09	8702.67	8746.28	8623.7	8642.48	4800751
206	2015-11-10	8614.55	8614.55	8529.54	8536.9	4486788
207	2015-11-11	8543.63	8557.69	8415.01	8415.01	4958427
208	2015-11-12	8426.76	8467.31	8374.07	8428.09	4524702
209	2015-11-13	8402.11	8453.04	8329.5	8329.5	3995281
210	2015-11-16	8278.12	8312.06	8217.34	8295.4	4162988
211	2015-11-17	8369.14	8471.89	8369.14	8419.42	4701111
212	2015-11-18	8432.25	8455.14	8326.72	8340.47	4434536
213	2015-11-19	8382.09	8477.2	8357.2	8477.2	4519431
214	2015-11-20	8472.65	8484.06	8434.33	8465.45	3802180
215	2015-11-23	8480.59	8503.08	8450.01	8485.73	3526392
216	2015-11-24	8472.24	8497.83	8397.44	8400.14	4230827
217	2015-11-25	8407.54	8426.62	8352.17	8386.13	4080689
218	2015-11-26	8411.16	8510.7	8411.16	8484.9	4189963
219	2015-11-27	8493.18	8505.08	8397.49	8398.4	3541567
220	2015-11-30	8339.83	8339.83	8239.0	8320.61	5703618
221	2015-12-01	8359.27	8463.3	8339.5	8463.3	4472591
222	2015-12-02	8475.96	8497.19	8441.28	8457.4	4638307
223	2015-12-03	8424.54	8484.52	8393.29	8456.06	4456284
224	2015-12-04	8423.7	8423.7	8355.75	8398.6	4023683
225	2015-12-07	8432.47	8535.36	8432.47	8454.27	4093597
226	2015-12-08	8442.06	8453.63	8335.67	8343.86	4374180
227	2015-12-09	8329.86	8343.37	8229.62	8229.62	4660580
228	2015-12-10	8214.27	8228.43	8133.42	8216.17	4578151
229	2015-12-11	8217.33	8253.11	8108.68	8115.89	4394623
230	2015-12-14	8058.67	8068.98	7980.59	8040.16	3945349
231	2015-12-15	8074.48	8140.06	8073.35	8073.35	3902011
232	2015-12-16	8144.03	8204.2	8121.06	8184.66	4592907
233	2015-12-17	8214.62	8319.67	8214.62	8319.67	5006589
234	2015-12-18	8272.41	8317.48	8241.32	8257.32	4300834
235	2015-12-21	8228.05	8289.59	8191.53	8282.17	4648276
236	2015-12-22	8283.03	8316.44	8261.72	8292.74	4392405
237	2015-12-23	8296.58	8359.25	8296.58	8315.7	4533440
238	2015-12-24	8351.2	8393.41	8324.36	8324.36	3875484
239	2015-12-25	8328.94	8364.3	8320.1	8363.28	2699121
240	2015-12-28	8374.18	8394.6	8358.49	8358.49	2661228
241	2015-12-29	8349.27	8351.16	8286.84	8293.91	2947257
242	2015-12-30	8313.37	8342.34	8262.52	8279.99	3048259
243	2015-12-31	8273.77	8338.06	8258.73	8338.06	2499013
